qid,question,answer,confidence,correct,gold_aliases
tc_2580,In which country is the castle that gives the Habsburg dynasty its name?,Switzerland,60,1,"[""ISO 3166-1:CH"", ""Svissland"", ""Etymology of Switzerland"", ""Confederation Helvetia"", ""Swizerland"", ""Confederatio Helvetica"", ""Environmental Integrity Group"", ""Confoederatio Helvetica"", ""Svizra"", ""SWITZERLAND"", ""Conf\u00e9d\u00e9ration suisse"", ""SwissEnergy"", ""Schweitz"", ""\u0160v\u00fdcarsko"", ""Die Schweiz"", ""Schwitzerland"", ""Confederation suisse"", ""Der Schweiz"", ""Swiss Confederated States"", ""Suiza"", ""Switz"", ""Switzeland"", ""Schweiz"", ""Confederation Helvetica"", ""Switserland"", ""Suisse"", ""Schweizerische Eidgenossenschaft"", ""Switzerland information"", ""Confederaziun Svizra"", ""Switzer land"", ""Switzerland"", ""Land of the Switzers"", ""Swiss confederation"", ""Conf\u0153deratio Helvetica"", ""Swiss"", ""Confederation Suisse"", ""Confederation of Helvatia"", ""Land of the Swiss"", ""Confederaziun svizra"", ""Svizzera"", ""Swissland"", ""Swizterland"", ""Conf\u00e9d\u00e9ration Suisse"", ""Confederazione Svizzera"", ""Swiss Confederation"", ""Switzerland""]"
tc_2622,In which parliament has the UK 87 seats for members who are elected for a five0-year term?,European Parliament,60,1,"[""Common Assembly"", ""European parliment"", ""European Union Parliament"", ""Europarliament"", ""Eu parl"", ""Euro Parliament"", ""EU Parliament"", ""Euparl"", ""Assembly of the European Communities"", ""European Parliamentary"", ""Common Assembly of the European Coal and Steel Community"", ""European parliament"", ""EU parliament"", ""European Assembly"", ""Parliament of the European Union"", ""The European Parliament"", ""Parliament of the EU"", ""Parliament of Europe"", ""European Parliament"", ""Europarl"", ""Eu parliament"", ""Strasbourg Parliament"", ""European Parliamentary Assembly"", ""European Parliament's"", ""Parliament of European Union"", ""EuroParl"", ""European Chamber"", ""European Parliament""]"
tc_2644,What was the former name of the British Green Party?,Ecology Party,60,1,"[""Green Party of the United Kingdom"", ""Green Party (1985-90)"", ""Ecology Party"", ""PEOPLE Party (UK 1973 - 75)"", ""The Green Party of Great Britain"", ""Green Parties (UK)"", ""Green parties (United Kingdom)"", ""UK Green Party"", ""British Green Party"", ""Green parties (UK)"", ""Green Party (UK)"", ""People Movement"", ""Green Party of Great Britain"", ""Green Party UK"", ""Green Party (United Kingdom)"", ""Green party UK"", ""Green party (united kingdom)"", ""Green Parties (United Kingdom)"", ""Green Party (1985\u20131990)"", ""Ecology Party""]"
tc_2669,"""What is the more common name of the """"simple plurality"""" system of voting?""",First-past-the-post,90,1,"[""First-past-the-post electoral system"", ""FPTP"", ""First-Past-The-Post"", ""First past the post"", ""First past the post electoral system"", ""Multiple member first-past-the-post voting"", ""First-past-the-post"", ""First Past The Post"", ""First-Past-The-Post Voting"", ""First Past the Post (FPTP)"", ""First Past the Post electoral system"", ""First past the post system"", ""First-Past-The-Post Method"", ""First Past the Post"", ""First-past-the-post election system"", ""First-past-the-post voting"", ""First pass the post"", ""Simple-majority"", ""First past the post""]"
tc_2677,What word for unthinking patriotism is derived from the name of one of Napoleon's admirers?,Chauvinism,60,1,"[""Chauvinist pig"", ""Male chauvinism"", ""Chauvinist"", ""Male chauvinists"", ""Chauvinistic"", ""Male chauvinist pig"", ""Chauvanistic"", ""Chauvenism"", ""Male chauvinist pigs"", ""Female Chauvinism"", ""Female chauvinism"", ""Male chauvinist"", ""Chauvanist"", ""Chauvinism"", ""Chauvanism"", ""Chauvinism""]"
tc_2687,Which builder of steam engines formed a successful partnership with Matthew Boulton?,James Watt,95,1,"[""James Watt (inventor)"", ""James Watt"", ""James Watt of Scotland"", ""James Watt of Scottland"", ""Watt, James"", ""James Watt""]"
tc_2699,What was the nickname of the French singer Edith Piaf?,The Little Sparrow,90,1,"[""Little Sparrow"", ""The Little Sparrow"", ""The Little Sparrow""]"
tc_2701,Whose birthday is celebrated by a public holiday on the third Monday in January in the USA?,Martin Luther King Jr.,95,1,"[""The Reverend Doctor Martin Luther King, Junior"", ""Martin Luther King,Jr."", ""MLK Jr."", ""Luther king jr"", ""Rev. Martin Luther King, Jr."", ""Michael luther king, jr."", ""M. L. K., Junior"", ""Dr. Martin Luther King, Jr."", ""M L K Jr"", ""Michael King II"", ""Mlkj"", ""M.L.K."", ""M. L. K."", ""M.L.K., Junior"", ""Martin Luther, Jr. King"", ""Martin Luther King Jr"", ""King, Martin Luther, Jr."", ""Rev. Dr. Martin Luther King, Jr."", ""Martin Luther King"", ""Michael King, Jr."", ""M L K, Jr."", ""Dr.martin luther king jr."", ""M.L.K., Jr"", ""M. L. K., Jr"", ""Rev. Dr. Martin Luther King, Jr"", ""Martin Luther King, Jr"", ""Rev. Dr. Martin Luther King Jr."", ""Martin Luther King, Junior"", ""Dr King"", ""Dr Martin Luther King"", ""M.L.K.,Jr."", ""DMLKJ"", ""M L K Jr."", ""Martin Luther King Junior"", ""M. L. King"", ""M.L.K. Jr."", ""M. L. K. Jr."", ""Why Jesus Called A Man A Fool"", ""Biography of Martin Luther King"", ""MLK,Jr."", ""Martin Luther-King"", ""Martin Luther King Jr."", ""Kingian"", ""M. L. K. Junior"", ""M.L.K. Junior"", ""Rev. Martin Luther King Jr."", ""Dr. Martin L. King"", ""Doctor Martin Luther King"", ""Dr. King"", ""Martin King, Jr."", ""Martain Luther King"", ""M.L.K.,Jr"", ""Martin Luther King, Jr."", ""Martin Luther King, Jr,"", ""M L K, Junior"", ""MLK,Jr"", ""Doctor King"", ""Martin luther king"", ""Dr. Martin Luther King Jr."", ""Martin Luther King, jr."", ""Martin L. King"", ""MLK, Jr."", ""Doctor Martin Luther King, Jr."", ""M L K, Jr"", ""Martin L. King Jr."", ""Mlk"", ""Martin Luther King, jr"", ""M L K Junior"", ""Martin luther ling"", ""MLK, Junior"", ""M L K"", ""Why Jesus Called Man a Fool"", ""Rev. Dr. Martin Luther King Jr"", ""MLK, Jr"", ""Mlk Jr."", ""M. L. K., Jr."", ""M.L.K., Jr."", ""The Reverend Dr. Martin Luther King, Jr."", ""Reverend Martin Luther King Jr."", ""Reverend Martin Luther King, Jr."", ""Martin Luther King,Jr"", ""Martin Luther King II"", ""Reverend Martin Luther King, Jr"", ""Dr. Martin Luther King"", ""Mlk jr"", ""Martin Luther king"", ""MLK"", ""Luther King"", ""Reverend King"", ""Martin luthur king jr"", ""Martin Luther King Jr. (redirects)"", ""Martin luther king changes the world"", ""MLK Jr"", ""Mlk junior"", ""Mlk jr."", ""Dr. Martin Luther King, Jr"", ""M.L.K. Jr"", ""M. L. K. Jr"", ""Martin luther king jr"", ""Martin Luther King""]"
tc_2718,What type of coal is brown and fibrous?,Lignite,60,1,"[""Xyloid coal"", ""Brown coal"", ""Xyloid lignite"", ""Perfect lignite"", ""Lignite coal"", ""Uses of lignite"", ""Compact lignite"", ""Lignite"", ""Lignite""]"
tc_2728,What raw material is used for making glass?,Sand,95,1,"[""Sandiest"", ""Coversand"", ""Desert sand"", ""Psammophilous"", ""Psammophile"", ""Sand"", ""Floor sugar"", ""Sand-grain"", ""Floor-sugar"", ""Sand grain"", ""Grains of sand"", ""Sand""]"
tc_2736,What kind of an organism is a truffle?,Fungus,95,1,"[""Fungus kingdom"", ""Fungal proteins"", ""Mycetes"", ""Antigens, fungal"", ""Mycetae"", ""Fungus Plants"", ""Fungal growth"", ""Eumycota"", ""Fungus"", ""Funghi"", ""Kingdom fungi"", ""Mycete"", ""Antibodies, fungal"", ""Fugus"", ""Fungi"", ""Mycota"", ""Fungis"", ""Fungii"", ""Multicellular fungi"", ""Fungal"", ""Fungal development"", ""Sexuality of fungi"", ""Fungi kingdom"", ""Eumycetes"", ""Fungus""]"
tc_2740,What is the name of the strong material found in plant cell walls?,Cellulose,95,1,"[""E460"", ""Rosette terminal complex"", ""Cellulosic"", ""Cellulolysis"", ""Cellulose ester"", ""Cellulolytic"", ""Cellulose"", ""Cellulolysys"", ""Tunicin"", ""Tunicine"", ""Cellulose""]"
tc_2744,What name is given to the change of state from liquid to gas?,Evaporation,95,1,"[""Evaporating"", ""Vapourization"", ""Evapouration"", ""Verdunstung"", ""Vaporized"", ""\u00c9vaporation"", ""Evaporates"", ""Evapourate"", ""Evaporation"", ""Vaporizing"", ""Vaporise"", ""Evaporate"", ""Vapourise"", ""Evaporated"", ""Vaporizes"", ""Evaporation""]"
tc_2758,"Which branch of science has four fundamental principles: addition, subtraction, multiplication, and division.",Mathematics,95,0,"[""+-*/"", ""Arithmetic operations"", ""Arithmetics"", ""Multiplicative operator"", ""Arithmetik"", ""Aritmetika"", ""Arithmetic operation"", ""History of arithmetic"", ""Arithmatic"", ""Arithmetic operators"", ""Rithmetic"", ""Arithmetician"", ""+-x/"", ""+\u2212\u00d7\u00f7"", ""Arithmetic operator"", ""Arithmetical operations"", ""Arithmetic"", ""Additive operator"", ""Arithmetic""]"
tc_2767,What is the force that opposes the relative motion of two bodies that are in contact?,Friction,95,1,"[""Frictional Force"", ""Coefficient of sliding friction"", ""Limiting friction"", ""Static friction"", ""Angle of friction"", ""Frictionless"", ""Internal friction"", ""Coefficient of static friction"", ""Kinetic Friction"", ""Frictional force"", ""Friction physics"", ""Sliding Friction"", ""Static Friction"", ""Friction angle"", ""Starting friction"", ""Kinetic friction"", ""Coefficient of kinetic friction"", ""Sliding friction"", ""Starting Friction"", ""Frictional coefficient"", ""Coulomb's law of friction"", ""Friction coefficient"", ""Dry friction"", ""Coefficient of friction"", ""Dynamic friction"", ""Friction"", ""Contact friction"", ""Force of friction"", ""Friction coefficients"", ""Coulomb friction"", ""Friction""]"
tc_2805,What is the fastest animal on two legs?,Ostrich,95,1,"[""Ostrich farms"", ""An Ostrich"", ""Ostrich Egg"", ""Ostriches"", ""Struthio camelus"", ""Ostrage"", ""Common Ostrich"", ""Ostrich farming"", ""Masai Ostrich"", ""Ostritch"", ""Common ostrich"", ""Osterich"", ""Ostrish"", ""Struthious"", ""Osterish"", ""Ostrich"", ""Ostrich farm"", ""Ostridge"", ""Ostrich Racing"", ""Ostrich race"", ""Ostrich meat"", ""Ostrich farmer"", ""An Ostrich""]"
tc_2806,What is the green pigment used by plants to trap sunlight?,Chlorophyll,95,1,"[""C55H70O6N4Mg"", ""Chlorophyll"", ""Chorophyll"", ""C55H72O5N4Mg"", ""Chlorophyl"", ""Chlorophylls"", ""Chlorophyllose"", ""Chlorafil"", ""E140 (E number)"", ""Chlorophyllous"", ""C35H30O5N4Mg"", ""Leaf-green"", ""Clorophyl"", ""C54H70O6N4Mg"", ""Chlorophil"", ""Clorofill"", ""Leafgreen"", ""Cholorophyll"", ""Cholorophyl"", ""Leaf green"", ""C35H28O5N4Mg"", ""Chlorophyll""]"
tc_2814,What id the name given to the study of birds?,Ornithology,95,1,"[""Ornothology"", ""Study of Birds"", ""Ornithology"", ""Science of birds"", ""Ornithologist"", ""Ornithologically"", ""Ornithological"", ""History of ornithology"", ""Birdlore"", ""Ornithologic"", ""Orthinology"", ""Bird watching towers"", ""Ornathology"", ""Ornithology""]"
tc_2816,"Of which reptile are there only two species, one living in the Mississippi and the other in China?",Alligator,95,1,"[""Alligator"", ""Alligators"", ""Aligator"", ""Alligator""]"
tc_2818,"What type of seaweed grows up to 100 meters in length, and is farmed for its alginates?",Kelp,60,1,"[""Laminariales"", ""Kelp"", ""Kelps"", ""Kelp""]"
tc_2829,Where in a vertebrate would you find the protein myoglobin?,In the muscles,95,0,"[""Muscle tissue"", ""Muscle tissue""]"
tc_2833,"What is the most abundant substance in the plant kingdom, which no mammal produces the enzyme to digest?",Cellulose,60,1,"[""E460"", ""Rosette terminal complex"", ""Cellulosic"", ""Cellulolysis"", ""Cellulose ester"", ""Cellulolytic"", ""Cellulose"", ""Cellulolysys"", ""Tunicin"", ""Tunicine"", ""Cellulose""]"
tc_2834,"Which family of insects has species named 'drivers', 'weavers', 'and even individuals called 'soldiers'?",Ants,95,1,"[""History of ants"", ""Giant ant"", ""Ant trail"", ""Worker ant"", ""Drone Ant"", ""Ants"", ""Formicidae"", ""Ant"", ""Ants communication"", ""Ergate"", ""Ant trails"", ""\ud83d\udc1c"", ""Ant""]"
tc_2836,What name is given to the study of animal behavior?,Ethology,95,1,"[""Animal behavior"", ""Behavioural biology"", ""Behavioral Biology"", ""Social ethology"", ""Animal behaviorist"", ""Behavior (biology)"", ""Natural Behavior"", ""Ethological"", ""Animal Learning"", ""Behaviour (biology)"", ""Ethography"", ""Animal behaviour"", ""Animal Behavior"", ""Ethology"", ""Bestial Instinct"", ""Animal Behaviour"", ""Ethologist"", ""History of ethology"", ""Behavioral biology"", ""Behavior, animal"", ""Ethologists"", ""Etology"", ""Ethology""]"
tc_2838,Mosses are classified as belonging to which part of the plant kingdom?,Bryophytes,60,0,"[""Bryophyta (disambiguation)"", ""Bryophyta"", ""Bryophyta""]"
tc_2841,"Which rodent rears its young, called kittens, in a nest called a drey?",Squirrel,95,1,"[""Skiouros"", ""Squirrell"", ""Squirell"", ""Squirel"", ""Scuridae"", ""Eichhornchen"", ""Squirl"", ""Squirrels"", ""Eichhoernchen"", ""Sciuridae"", ""Eichh\u00f6rnchen"", ""Rats with bushy tails"", ""Scuiridae"", ""Squirrel"", ""Bushy tailed tree rat"", ""Bigtail rat"", ""Sciurid"", ""Squirrl"", ""Squirrel""]"
tc_2849,What has a central vein called a midrib?,A leaf,95,1,"[""Adaxial"", ""Leaf"", ""Venatious"", ""Leavedly"", ""Midrib"", ""Veinlets"", ""Leafiness"", ""Opposite (botany)"", ""Leaf margin"", ""Leaf axils"", ""Leafedly"", ""Leaf veins"", ""Vein in Plants"", ""True leaves"", ""Mucro"", ""Basal leaf"", ""Spongy layer"", ""Abaxial"", ""Simple leaf"", ""Complex leaves"", ""Leaf margins"", ""Foilage"", ""Lepidote"", ""Parallel venation"", ""Leaf axil"", ""Hysteranthy"", ""Foliar"", ""Crenate"", ""Leaf sheath"", ""Compound leaves"", ""Complex leaf"", ""Leaf (botany)"", ""Dentate leaf"", ""Compound leaf"", ""Big-leafed"", ""Oblanceolate"", ""Elepidote"", ""Foliages"", ""Leaves"", ""Pinnately compound"", ""Megaphylls"", ""Simple (leaf)"", ""Leaves (botany)"", ""Mesophyll tissue"", ""Vein (botany)"", ""Elepidotes"", ""Foliage"", ""Axils"", ""Opposite (leaf)"", ""Axil"", ""Alternate (leaf)"", ""Leafily"", ""Plant leaves"", ""Alternate leaf"", ""Clasping"", ""Leafage"", ""Reticulate venation"", ""Leaf vein"", ""Alternate (botany)"", ""Mesophyll cell"", ""Simple leaves"", ""Leaf anatomy"", ""Simple (botany)"", ""Leaf""]"
tc_2850,"Which mammal constructs a lodge in which to store food, rear young, and pass the winter?",Beaver,95,1,"[""Beaverdams"", ""Beaver house"", ""Beavers"", ""Beaver pelt"", ""Beever"", ""Salt water beavers"", ""Beaverdam (habitat)"", ""Beaver"", ""Castor (zoology)"", ""Castor (genus)"", ""Beaver lodge"", ""Beaver houses"", ""Beaver""]"
tc_2861,What is the generic word for plants that grow in water or water-logged conditions?,Hydrophytes,60,1,"[""Hydrophyte"", ""Submersed aquatic vegetation"", ""Submerged aquatic vegetation"", ""Aquatic plant"", ""Submerged Aquatic Vegetation"", ""Hydrophytes"", ""Aquatic plants"", ""Water plant"", ""Aquatic vegetation"", ""Aquatic weed"", ""Hydrophytic plant"", ""Hydrophytes""]"
tc_2900,"Which teeth are the third molars, and are always the last to0 erupt?",Wisdom teeth,95,1,"[""Wisdom-tooth"", ""Wisdom teeth"", ""Third maxillary molar"", ""Wisdom Teeth"", ""3rd molar"", ""Molar, third"", ""Impaction (dental)"", ""Third mandibular molar"", ""Wisdom Tooth"", ""Maxillary third molar"", ""Impacted molar"", ""Third molar"", ""Wisdom tooth"", ""Third molar tooth"", ""Mandibular third molar"", ""Wisdom teeth""]"
tc_2901,What is secreted by the pancreas to regulate blood sugar levels?,Insulin,95,1,"[""Insulin antagonists"", ""Human Mixtard"", ""Insulin recombinant purified human"", ""INS (gene)"", ""Insulin Human"", ""C65R"", ""Insulin recombinant human"", ""C257H383N65O77S6"", ""Insulin purified pork"", ""Actraphane"", ""Insulin zinc susp recombinant human"", ""Insuline"", ""Insulin zinc susp prompt beef"", ""Insullin"", ""Insulin zinc susp semisynthetic purified human"", ""Insulin aspart recombinant"", ""B10H"", ""Insulin purified beef"", ""Insulin gene"", ""Insulin zinc susp extended recombinant human"", ""Aktrapid"", ""Oral insulin"", ""Insulin zinc susp purified pork"", ""Human mixtard"", ""Insulin zinc susp extended beef"", ""Insulin zinc susp extended purified beef"", ""Insulin release"", ""Insulin zinc susp purified beef"", ""Actrapid"", ""Insulin glargine recombinant"", ""Insulin zinc susp prompt purified pork"", ""Insulin pork"", ""Iletin i (beef-pork)"", ""Iletin II"", ""Insulin zinc susp beef"", ""Mixtard"", ""Insulin, porcine"", ""Insulin"", ""Insulin""]"
